Timestamp,Iteration,Repetition,step,field_mean (Tm),field_std,tension (g),current (A),P0_xa (mm),P0_xb (mm),P0_ya (mm),P0_yb (mm),P1_xa (mm),P1_xb (mm),P1_ya (mm),P1_yb (mm),P2_xa (mm),P2_xb (mm),P2_ya (mm),P2_yb (mm),P3_xa (mm),P3_xb (mm),P3_ya (mm),P3_yb (mm),P4_xa (mm),P4_xb (mm),P4_ya (mm),P4_yb (mm),raw_data_idx
20241004_151108,1,1,-5,0.4407692939959987,0.0003059301827308444,1113.40004916964,25.02353744327441,-90.00002884999999,-90.00001449,80.00002121,80.00007478000001,-94.99999935,-95.00003158999999,79.99991237,79.99994879000002,-84.99999461,-84.9999852,79.99996898000001,79.99977108000002,-94.99997005,-95.00000229,80.00001491,79.9999732,-90.00003373,-90.00004378999999,80.00002121,80.00002107,250
20241004_151126,1,2,-5,0.4408237681543359,1.879971654646133e-05,1113.674251496256,25.02308547399075,-90.0000142,-89.99999496,79.99999680000001,80.00002595000001,-94.99998957999999,-94.99996811,79.99996608000001,80.00002691,-85.00003855999999,-85.00002914,80.00001781,80.00008846,-94.99997005,-94.99998275999999,79.99992702,79.99994879000002,-89.99999955,-90.00000472999999,80.00003098000001,79.99998688000002,251
20241004_151144,1,3,-5,0.440836454730108,0.0004485488143075181,1113.601262387732,25.0398083374537,-89.99998002,-89.99996566999999,79.99998215000001,79.99999177000001,-94.99999935,-95.00001205,80.00002955000001,80.00003179000001,-85.00002879,-85.00003890999999,80.00008128,80.00007869000001,-95.00002864,-95.00000229,79.99998561,80.00000738,-90.00003373,-90.00010239,80.00000168,80.00000153000002,252
20241004_151204,1,1,-5,0.4401189686557461,0.0004562593354052021,1113.632825245472,25.03206029257686,-99.99997981,-99.99999002999999,80.0000084,79.99997407000001,-104.9999993,-105.00001195,79.99997081000001,79.99999889,-94.99999446,-95.00002181999999,79.99994655,79.99999762000002,-105.00001883,-105.00001195,79.99995616,79.99999889,-99.99998957999999,-100.00006327,80.0000084,80.00000824,253
20241004_151222,1,2,-5,0.4404723842472956,4.182076411481213e-05,1113.660442745994,25.0296390285914,-99.99997981,-100.00008281,80.00002793,79.99997895000001,-105.00001395,-105.00000219,80.00000499000001,80.00001353000002,-95.00002864,-95.00001205,80.00001979,79.99994391000001,-105.00002859,-105.00001195,80.00001475000001,80.00003795000001,-100.00006282,-100.00008281,80.00003281000001,80.00000336000002,254
20241004_151240,1,3,-5,0.4401962981897617,6.468013958412944e-06,1113.806420963042,25.03635400079419,-100.00002376,-100.00001445,79.99999863000001,79.99999360000001,-105.00001395,-105.00000219,80.00001475000001,80.00000377000001,-94.99999935,-95.00011948,80.00002467,80.00001715000002,-105.00000418,-105.00000707,80.00000499000001,79.99999889,-100.00001888,-100.00006327,80.00001328,80.00003755,255
20241004_151300,1,1,-5,0.4397900679090297,0.0001874244121373423,1113.839956499391,25.03247997836857,-109.99998928,-109.99997065,80.00005036,80.00009212000001,-115.00001405,-115.00001439,79.99999324000001,79.99999487000002,-104.99998953,-105.00004613,79.99995616,79.99994029000001,-115.00002381,-115.00001439,79.99999324000001,79.99995093000001,-110.00001857,-110.00007807,80.00002595000001,79.99999935000002,256
20241004_151318,1,2,-5,0.4394907735068194,0.0004499747736215518,1113.662415424603,25.02037365829608,-109.99998439,-110.00005854,79.99999177000001,79.9999847,-115.00000428,-115.00000463,79.99999812,79.99998999000002,-104.99999441,-105.00000219,80.00000011,79.99997936000003,-115.00000916,-115.00000951,79.99999324000001,79.99999975,-110.00000881,-110.00004389,80.0000113,79.9999847,257
20241004_151336,1,3,-5,0.4397245210321633,0.0001979247207943184,1113.546027386687,25.02140673094038,-109.99998439,-109.99999018,80.00000641,79.99998958,-114.99998475,-115.00002416,80.00000300000001,79.99998999000002,-104.99998465,-104.99999731,79.99997569,79.99997448000002,-115.00000428,-114.99999975,79.99999324000001,79.99995093000001,-109.99999904,-109.99998042,80.00003571000001,80.00000423,258
20241004_151356,1,1,-5,0.4393069301353498,0.0002576290782365858,1114.114158826007,25.0250547687236,-120.00001842,-119.99999476,79.99996552,80.00000504000002,-125.00000148,-125.00001251,80.00000601000001,80.00001522000002,-114.99998475,-115.00002905,80.0000323,80.00004858,-124.9999966,-125.00001251,80.00003530000001,80.00002987000002,-119.99997448,-120.00007289,80.00001923000001,79.99996110000001,259
20241004_151414,1,2,-5,0.4390846936559256,0.0001036515611611767,1114.035251681657,25.03096265291201,-119.99996471,-120.00007777,80.00004853,79.99996598000001,-124.99998684,-124.99999786,80.00001089,80.00002498000001,-114.99997987,-115.00000463,80.00001766,80.00003881000001,-124.99999172,-124.99996857,80.00000601000001,79.99993221000003,-119.99999401,-119.99999476,80.00002411,79.99999039000002,260
20241004_151432,1,3,-5,0.4392911090785182,0.0001448843668372697,1113.946481144263,25.0449737006678,-120.00004283,-120.00000453,80.00003876000001,80.00001481000001,-124.99998195,-125.00001251,80.00001089,80.00005428,-115.00002381,-115.00002905,80.00001766,80.00001929000001,-124.99998684,-125.00000763,80.00001089,80.00001522000002,-119.99998424,-120.00002894,80.000029,79.99999528000001,261
20241004_151452,1,1,-5,0.4393088441182893,0.000227942504743688,1114.463322939755,25.04403747856369,-130.00000515,-129.99999487,80.0000026,80.00000590000002,-134.99998577,-135.00000453,79.99999929000001,80.00001119000001,-125.00004543,-125.00000763,80.00000112000001,80.0000201,-134.99996624,-135.00000941,79.99998953000001,80.00002096,-130.00002956,-130.00001928,79.99999283,80.00006938000001,262
20241004_151510,1,2,-5,0.4393013742383239,3.952641078552677e-06,1113.800502927216,25.023020906914,-130.00003933,-130.00000951,79.99999283,80.00007426000002,-135.00003948,-134.999985,80.00001883,80.00000631,-125.00003078,-125.00000763,80.00000112000001,80.00001522000002,-134.999976,-134.99998011,80.00003835,80.00002584000001,-130.00002956,-130.00004369,79.99999283,80.00000590000002,263
20241004_151528,1,3,-5,0.4394410865536114,0.0001722489454862891,1113.766967390867,25.03412643786784,-130.00003444,-129.9999851,80.00000748000001,79.99999126,-134.99997112,-135.00000941,80.00001883,80.00001119000001,-124.99998195,-125.00002228,80.00000112000001,79.99998592,-134.99996136,-135.00000453,80.00003347000001,80.00002096,-129.99999538,-130.00001928,80.0000026,80.00000102000001,264
20241004_151549,1,1,-5,0.4390703716815483,0.0002433145696707298,1114.021442931396,25.01504687746127,-139.99999981,-140.00001465,80.0000496,80.00002142000002,-144.99998338,-145.00001206,79.99999253,80.00003165000001,-135.00002483,-134.99999476,80.00000906,79.99999655000002,-144.9999785,-144.99999741,79.99999741000001,80.00002188000002,-139.99999004,-140,79.99998612,79.99999212,265
20241004_151606,1,2,-5,0.4388464935485499,0.0002715446156998503,1113.796557569998,25.01033348349653,-140.00001445,-140,79.99996659,79.99998236000002,-145.00001267,-144.99997299,80.00000229,80.00001211,-135.00005413,-135.00000941,80.00001883,79.99999167000001,-145.00000779,-144.99998764,80.00000229,80.00001211,-140.00000957,-140,79.99998124,79.99999701000002,266
20241004_151624,1,3,-5,0.4392494348109216,0.0002756944174858859,1114.025388288613,25.03499809294345,-140.0000291,-139.99999024,79.99997635,79.99998724000002,-144.9999785,-145.00002182,79.99999741000001,80.00001211,-135.00001506,-135.00003871,80.00001394,79.99999655000002,-144.99998826,-144.99994858,80.00004136,80.00000235000002,-140.00001934,-140.00000489,80.00000565000001,79.99999212,267
20241004_151645,1,1,-5,0.43842455923555,2.682616396869225e-05,1114.098377397137,25.03390045321184,-149.9999465,-149.9999999,80.00006246000001,80.00003205000002,-154.99995098,-154.99999273,80.00000540000001,79.99998861,-145.00000291,-145.00000229,80.00001206,79.99998281000001,-154.99993145,-154.99999761,79.99996145,79.99999350000002,-149.99996115,-150.00000478,80.00001364000001,79.99998322000002,268
20241004_151702,1,2,-5,0.4386101699307153,0.0001127136292358044,1113.98198935922,25.02863823944883,-149.99999045,-150.00000478,80.00001364000001,79.99997834000001,-155.00005352,-154.99999761,80.00000051000001,80.00000815000001,-144.99999314,-145.00001694,79.99999253,80.00000235000002,-154.99998516,-154.99998785,79.99998586000001,80.00001791000003,-149.99999533,-150.0000292,79.99998922,79.99998810000002,269
20241004_151720,1,3,-5,0.4380389986150411,0.0001511352468997189,1114.321290079925,25.02463508296054,-149.99997092,-150.00001455,79.99998434,79.99997834000001,-154.99988262,-154.99999761,80.00000540000001,79.99996908,-145.00000779,-144.99997788,80.00001694000001,79.99998769000001,-155.00000957,-154.99998296,79.99998586000001,79.99998373000003,-150.00004416,-150.00004873,79.99997457000001,79.99999787000002,270
20241004_151741,1,1,-5,0.4377340469840764,0.0001557164073890212,1113.873492035739,25.02515161927468,-160.00001944,-159.99998022,79.99996786,80.00010626000002,-164.99998028,-164.9999851,80.00002798,80.00002366000001,-155.00000469,-154.99999761,80.00000051000001,79.99999838000002,-164.99999981,-165.00000463,79.99996938,79.99997972,-159.99999503,-159.99997533,79.99996298000001,79.99996466000002,271
20241004_151758,1,2,-5,0.4378876347580132,7.317375885347932e-05,1113.806420963042,25.01711302274008,-160.00003409,-159.99998998,79.99995809000001,79.99998907,-165.0000291,-165.00000952,80.00002798,79.99999924000002,-155.00001934,-154.99998785,79.99998586000001,80.00000326,-165.00002422,-165.00002416,80.00004263,80.00002366000001,-160.00002921,-159.99999975,79.99996298000001,79.99998419000002,272
20241004_151816,1,3,-5,0.4379878145228705,7.030393276989669e-05,1113.512491850338,25.03364218507283,-159.99999503,-159.99999975,80.0000118,79.99999395,-165.00001446,-164.99998998,80.00004263,80.00002366000001,-155.00000469,-155.0000025,80.00000051000001,79.99999838000002,-164.99999004,-165.00000952,79.99998404,79.99995530000001,-159.99999991,-159.99999487,79.99996786,79.99998907,273
20241004_151837,1,1,-5,0.437633816619831,3.849816461227773e-05,1113.814311677477,25.01081773631753,-169.99995083,-170,79.99992697,79.99998505000002,-174.99997077,-175.00002188,80.00004568,80.00000993,-165.00003399,-165.00000952,80.00003286,79.99996018000002,-174.99996588,-174.99996328,79.99999197,79.99999528000001,-169.99998501,-170.00002442,80.00001486000001,79.99998017000001,274
20241004_151855,1,2,-5,0.4374990137184207,0.0001657497854366761,1113.723568461474,25.02728233148603,-169.99999477,-170.00000489,80.00006369,80.00000459,-174.99999518,-174.9999877,79.99997732,80.00001969000002,-165.00001934,-165.00003881,80.00002310000001,79.99994553000002,-174.99993659,-174.99994375,79.99998220000001,79.99999039000002,-170.00002407,-169.99998047,79.99998068000001,79.99999971000003,275
20241004_151912,1,3,-5,0.4375425179104874,0.0003058394598471705,1113.315223989463,25.00891300855085,-169.99999965,-169.99999512,79.99999533,80.00000459,-174.9999903,-175.00002188,79.99995291,79.99997574000002,-164.99999492,-165.0000437,80.00001333,79.99999436000002,-175.00003424,-174.99996328,80.00009451,79.99998063000001,-170.00002407,-169.99999512,80.00000021,80.00000459,276
20241004_151933,1,1,-5,0.4370849673685191,1.491922023947365e-05,1113.581535601644,24.99700038961948,-179.99996548,-179.99995591,80.00007650000001,80.00001033000001,-184.999972851,-184.999997461,79.99998525000001,79.99997173,-174.9999903,-175.00001211,80.00004080000001,79.99997574000002,-184.999997265,-184.99997793,80.00001943000001,80.00016704000001,-180.00002895,-180.00006821,80.00001303000001,80.0000201,277
20241004_151951,1,2,-5,0.4376883673446897,0.000185075855345595,1113.589426316079,24.98034209319804,-180.00000942,-180.00003891,80.00003256000001,80.00005428,-184.999948437,-185.00001211,80.0000292,80.00005474000002,-174.99997565,-174.99997305,79.99999685,80.00001969000002,-185.000007031,-185.000002344,80.00000479000001,80.00003032000001,-180.00001919,-180.00006333,80.00004232000001,79.99998103000001,278
20241004_152008,1,3,-5,0.4372049325107012,0.0001258407604144786,1113.587453637471,25.02205240130513,-180.00000942,-180.00006821,80.00003256000001,80.0000201,-185.000021679,-184.999948634,79.99994131,79.99994243,-175.00000983,-175.00001211,79.99999685,79.99998551000002,-185.000011913,-184.999997461,80.00002432000001,80.00003521000002,-179.99998012,-180.00007798,80.00004721000001,80.00006404000001,279
20241004_152029,1,1,-5,0.4366229638239659,3.146172731226796e-05,1113.778803462519,25.02528075329224,-189.999946199,-189.999911911,79.99998185,79.99987942000001,-194.999992433,-195.000009618,80.00001766,80.00008489000001,-185.000031445,-185.000026759,80.0000292,80.00001079,-194.999997316,-194.999990087,80.00001277,80.00001166000001,-190.000004793,-189.999985153,79.99994767,79.99995753000002,280
20241004_152047,1,2,-5,0.4366506452467059,4.979736099271168e-05,1113.652552031559,25.02544217094455,-190.000014558,-189.999990036,79.99992325000001,79.99997218000001,-194.999997316,-194.999990087,80.00001277,80.00004583,-185.000036328,-185.000016993,79.99994131,79.99990337,-194.999992433,-194.999970556,80.00000300000001,79.99998724000002,-190.000029207,-190.000009567,79.99989884,79.99993801000002,281
20241004_152105,1,3,-5,0.4366108575945902,7.181638454961823e-05,1113.841929178,25.03218942660413,-189.999960848,-190.000019333,80.00003556,80.00001125,-195.000007082,-194.999999853,80.00000789000001,79.99998236000002,-185.000021679,-185.000021876,79.99993154000001,79.99987895000001,-194.999997316,-194.999999853,80.00000300000001,79.99997259,-189.999955965,-190.00001445,80.00003556,79.99998683000001,282
