Timestamp,Iteration,Repetition,step,field_mean (Tm),field_std,tension (g),current (A),P0_xa (mm),P0_xb (mm),P0_ya (mm),P0_yb (mm),P1_xa (mm),P1_xb (mm),P1_ya (mm),P1_yb (mm),P2_xa (mm),P2_xb (mm),P2_ya (mm),P2_yb (mm),P3_xa (mm),P3_xb (mm),P3_ya (mm),P3_yb (mm),P4_xa (mm),P4_xb (mm),P4_ya (mm),P4_yb (mm),raw_data_idx
20241004_141311,1,1,5,0.4450627863550145,4.853997332292785e-05,1114.753306695241,25.03180202444267,19.99998078000002,19.99990769000001,-79.99994911000002,-79.99999982999998,25.0000029,25.00003180000002,-79.99997641000002,-80.00002662999998,15.00001241000001,14.99996587000001,-79.99999010999997,-79.99998762999996,24.99999313000001,24.99996344000002,-80.00001551,-80.00005103000001,20.00004914000002,20.000103,-80.00004680999999,-79.99996562999996,64
20241004_141329,1,2,5,0.4450493908731292,0.0002259692758023273,1114.567874906019,25.03496580942171,20.00000030000001,20.00001999,-80.00004191000002,-79.99998512999997,24.99996383000001,24.99997808000001,-79.99997150999999,-80.00003633,14.99996845999999,15.000044,-80.00000480999998,-79.99997782999998,24.99999801999999,24.99995367,-79.99997641000002,-80.00000703000001,19.99999054,20.00008347000002,-80.00004191000002,-79.99991193,65
20241004_141347,1,3,5,0.445702825820836,0.0001427620119377075,1114.384415795405,25.03183430796394,19.99999054,20.00002487,-80.00008101,-79.99997052999998,24.9999736,24.99995367,-79.99998130999998,-79.99998753,15.00003194000001,14.99999518000001,-79.99997550999998,-80.00000223000001,24.99995895000001,24.99992925000001,-79.99998621,-79.99999732999999,20.00001007,20.00001999,-80.00001750999999,-79.99998023000001,66
20241004_141407,1,1,5,0.4449738043659023,0.0002489578134892395,1113.30536059642,25.03528864462597,29.99998586000001,29.99988297000002,-79.99992081000002,-79.99994112999997,34.99997818,34.99999304000002,-80.00004081,-80.00001682999999,25.00005661,25.00006109,-80.00007401000002,-79.99994842999996,34.99999771,34.99994421,-80.00001640999997,-80.00000703000001,29.99998586000001,30.00001969000002,-80.00000380999998,-80.00001922999996,67
20241004_141425,1,2,5,0.4453921672255109,0.0001043333353746332,1114.656645443413,25.03093036940192,29.9999761,30.00001969000002,-79.99998910999997,-80.00002903000001,34.99997818,34.99994421,-79.99998221000001,-79.99996802999999,25.00000778,25.00003667999999,-79.99999591000002,-79.99999242999996,34.99995865,34.99992956,-79.99998221000001,-79.99999732999999,30.00003469000001,30.00000504000002,-79.99999891000002,-80.00000953,68
20241004_141443,1,3,5,0.4454038142712035,6.202701799502497e-05,1114.321290079925,25.02321460807421,30.00003469000001,29.99999527,-80.00001841000002,-79.99999482999999,35.00000259000001,34.99996374,-79.99999691000002,-80.00000223000001,25.00001754000002,25.00004644000001,-79.99997641000002,-79.99995332999998,34.99999771,34.99998816000002,-80.00000671000001,-80.00000223000001,30.00002004000001,29.99994645000001,-79.99998910999997,-79.99998023000001,69
20241004_141503,1,1,5,0.4457332626510205,0.0001318572225539361,1114.342989544622,25.03748392400125,39.99989299000001,39.99988755000001,-80.00004860999999,-80.00001433,44.99994207,45.00001435000001,-80.00003201000001,-80.00001682999999,35.00002701,34.99996374,-80.00000180999999,-79.99996802999999,44.99998601000001,45.00003388000002,-79.99997341000002,-80.00000212999998,40.00001017,40.00002915000002,-79.99999490999997,-79.99998503,70
20241004_141521,1,2,5,0.4460199366359152,0.0007027614100475235,1114.459377582537,25.04239101906956,40.00001506000001,40.00003892000001,-79.99998021000002,-79.99996062999998,44.99998113000001,44.99997529000001,-79.99998321000001,-79.99999722999996,35.00000259000001,35.00000769000002,-80.00003110999998,-80.00002662999998,44.99995672,45.00003388000002,-80.00003201000001,-79.99997773000001,40.00001994000002,40.00000962000001,-79.99999490999997,-80.00000453000001,71
20241004_141539,1,3,5,0.4457446519700943,0.000258741840430418,1114.147694362356,25.0154988467446,39.99998087,40.00001938,-80.00001931,-80.00001433,45.00000554000002,45.00006806000002,-80.00004661,-79.99991423,35.00004165000001,35.00001745,-80.00000671000001,-79.99998262999998,45.00000066000001,44.9999704,-79.99998801000001,-79.99999722999996,40.00005899999999,39.99997056000001,-79.99999490999997,-80.00000942999998,72
20241004_141559,1,1,5,0.4460058654998245,0.000130419363307676,1114.62902794289,25.02973587915305,50.00000056000002,49.99982438000001,-79.99994210999998,-79.99995082999999,54.99993947000002,54.99996842000002,-79.99998901000001,-79.99992392999997,45.00001531000001,44.99999970000002,-79.99999781,-80.00001192999997,55.00002248000001,54.99997819000001,-79.99994501,-79.99996792999997,49.99998590999999,50.00001481000001,-80.00000071000002,-79.99999973000001,73
20241004_141617,1,2,5,0.4459111784757485,0.0002420122796355775,1114.096404718528,25.02712091401566,49.99997614,49.99994645000001,-80.00000071000002,-79.99998503,54.99998830000001,54.99990494000002,-79.99999870999997,-79.99995812999998,44.99997137,45.00000947000001,-79.99997341000002,-80.00001682999999,55.00000295000001,55.00004655000001,-79.99994010999998,-80.00000692999998,50.00001033000001,49.99999038999999,-79.99999090999998,-80.00002412999999,74
20241004_141635,1,3,5,0.4456106771378078,0.0002141623520758899,1114.135858290703,25.03070438475786,50.00003474000002,50.00002946000001,-80.00000560999999,-80.00004853000002,54.99999807,55.00004655000001,-79.99994010999998,-79.99999722999996,44.99998601000001,45.00004853000002,-80.00001251,-80.00001682999999,54.99996877000001,55.00003678000002,-80.00000360999999,-79.99996792999997,50.00002008999999,50.00001481000001,-80.00001051000001,-80.00000453000001,75
20241004_141655,1,1,5,0.4462615910614203,8.795129420309052e-06,1114.206874720618,25.03493352590532,60.00001505,59.99995558000003,-79.99998210999999,-79.99999472999997,65.00000325000002,64.99999477999998,-80.00000940999999,-80.00000692999998,54.99999318000002,54.99998795000002,-80.00001831,-80.00005583000001,65.00001785000001,64.99993617999999,-79.99997531,-80.00003142999998,59.99996614999998,60.00000448,-80.00000651000002,-80.00000942999998,76
20241004_141713,1,2,5,0.4459732649472684,2.135326362363559e-05,1114.29761793662,25.01443349057861,59.99999055000001,60.00000928,-80.00000651000002,-80.00003383000001,64.99994945000003,64.99996547999999,-80.00000940999999,-80.00005583000001,54.99998342000001,55.00000747999999,-80.00000851000001,-79.99998742999998,64.99999835,64.99994598000004,-79.99996551000001,-79.99998742999998,60.00001014999998,59.99999468000001,-80.00001140999998,-79.99999962999999,77
20241004_141731,1,3,5,0.4462852748197793,1.713632053592172e-05,1114.291699900794,25.00965552958977,60.00001505,60.00001418000002,-80.00001631000001,-79.99998012999998,64.99996414999998,65.00000947999999,-79.99999971000003,-80.00004602999996,55.00000295000001,55.00001236,-80.00000360999999,-80.00001672999997,64.99996905,65.00001438000001,-80.00001920999998,-80.00013882999997,60.00002964999999,60.00001907999999,-80.00002600999997,-80.00003383000001,78
20241004_141751,1,1,5,0.4461317271092166,4.689082866603035e-05,1114.145721683747,25.02366657735585,69.99997105,69.99989267999999,-79.99994890999997,-79.99991173000001,75.00001014999998,75.00002418,-79.99999081000001,-80.00003622999998,65.00002764999999,65.00000458000002,-80.00001920999998,-80.00002162999999,75.00001505,74.99997538,-80.00000061,-80.00003622999998,70.00001014999998,70.00000008000004,-79.99999770999997,-79.99997522999996,79
20241004_141809,1,2,5,0.4469651481171654,4.219369546415194e-05,1114.145721683747,25.01301301569038,70.00001985,70.00001968000001,-80.00000261,-79.99998992999997,74.99997595000002,75.00001438000001,-79.99998590999999,-80.00006072999997,65.00008135000002,65.00008757999998,-79.99996551000001,-80.00001183000001,75.00005894999998,75.00001438000001,-80.00000061,-80.00002162999999,70.00000034999999,70.00001477999999,-80.00000751000002,-80.00003872999997,80
20241004_141826,1,3,5,0.446693261851134,0.0002614923819581417,1114.23449222114,25.04594220629023,70.00005405000002,70.00000988000002,-80.00000261,-79.99998503,75.00007844999999,75.00001928000003,-79.99999570999998,-80.00005583000001,65.00004224999998,65.00007298,-79.99996551000001,-79.99998742999998,75.00000525000002,74.99996067999999,-79.99998590999999,-79.99999722999996,70.00001014999998,70.00001968000001,-80.00004161000001,-80.00001433,81
20241004_141847,1,1,5,0.4473807856622928,0.0002228410069661367,1114.256191685837,25.01882404929742,79.99999055000001,79.99992568000002,-79.99994981,-79.99996542999997,85.00002234999999,85.00001918000001,-79.99996731000002,-80.00004113,75.00003455000001,75.00004368,-80.00000541,-80.00002162999999,85.00007115,84.99999468000001,-80.00000641,-79.99997762999999,80.00001985,80.00000868000004,-80.00001811000001,-79.99999962999999,82
20241004_141904,1,2,5,0.4470217518298751,2.207657550641124e-05,1114.479104368625,25.01914688452875,80.00001005000001,79.99997457999999,-80.00001331000001,-80.00001913,85.00003694999998,84.99995568,-80.00000641,-80.00003622999998,75.00002475000002,75.00002418,-80.00001031000002,-80.00004602999996,84.99995884999998,84.99996538000002,-79.99999661000001,-80.00000202999996,79.99997105,80.00000378000001,-80.00000840999999,-79.99996542999997,83
20241004_141922,1,3,5,0.4469536038270421,0.0002017890711400959,1114.084568646876,25.01901775044602,80.00001005000001,79.99999898000002,-80.00001331000001,-80.00000933000001,84.99999305,84.99996058000002,-79.99999181000001,-79.99999713,75.00001014999998,74.99998017999999,-80.00001031000002,-79.99998742999998,84.99993445000001,84.99999957999998,-79.99998690999999,-80.00000202999996,80.00001494999998,80.00000868000004,-79.99999861000001,-79.99998983,84
20241004_141942,1,1,5,0.44827299509338,0.0002023563780787154,1114.015524895569,25.03645085135314,90.00002975000001,89.99993098000002,-79.99997020999999,-79.99998002999996,95.00000775000001,95.00000087999999,-80.00001220999999,-80.00003613000001,84.99998814999998,85.00001918000001,-80.00000641,-79.99999713,94.99999795000002,95.00001558,-80.00001220999999,-80.00005082999996,89.99994674999999,90.00001888,-80.00001911000001,-80.00001422999998,85
20241004_142000,1,2,5,0.4475233104919081,6.381837027125411e-05,1114.133885612094,25.01656420290723,89.99993695000001,90.00001888,-80.00001420999999,-79.99995562999999,95.00001745000003,95.00000087999999,-80.00000730999997,-80.00009473,85.00002234999999,84.99999957999998,-80.00000641,-79.99997272999997,95.00006145000003,95.00003017999998,-80.00000241000001,-80.00012892999996,90.00002975000001,90.00000908000001,-80.00002391000001,-80.00000442999999,86
20241004_142018,1,3,5,0.4477777583986844,6.994616536798828e-05,1114.2029293634,25.01314214977232,90.00004925000002,89.99999438,-80.00001420999999,-79.99998983,95.00008094999998,95.00001558,-80.00001711000002,-80.00007032999997,84.99999795000002,85.00000938000002,-80.00000150999998,-80.00001183000001,94.99997354999999,94.99993748,-79.99997311000001,-79.99999713,90.00005414999998,90.00001398000003,-79.99998490999999,-79.99999962999999,87
20241004_142038,1,1,5,0.4478591368025805,0.000294626317071956,1113.770912748084,25.02192326726597,99.99996125000001,99.99986758000003,-80.00001031000002,-80.00000953,104.99994445,105.00006368,-79.99999841000002,-79.99995773000001,94.99996375000001,95.00000087999999,-80.00000241000001,-79.99996783,104.99999815,105.00001978,-79.99999351,-80.00002612999998,99.99997585,99.99998968000003,-79.99999070999999,-80.00004373000002,88
20241004_142056,1,2,5,0.4482861579918905,0.0001451421805328444,1113.593371673297,25.03390045325646,100.00000035,99.99998968000003,-79.99999070999999,-79.99998023000001,104.99996395,104.99994158,-80.00000330999998,-80.00003092999998,94.99996865000003,94.99995698000001,-80.00000730999997,-79.99994822999997,105.00001275,104.99997578,-80.00001310999997,-80.00007492999998,100.00001495,100.00002378,-80.00000050999998,-80.00000462999998,89
20241004_142114,1,3,5,0.4480829739016122,0.000658280751198841,1113.922809000958,25.01724215683689,100.00000035,100.00001408,-79.99999561000001,-80.00005342999998,104.99993465,105.00002948,-80.00000330999998,-79.99995773000001,95.00000284999999,94.99999607999999,-80.00002200999998,-79.99997272999997,104.99996395,105.00001978,-79.99999841000002,-80.00008952999997,100.00001005,100.00002868,-79.99999561000001,-79.99999973000001,90
20241004_142134,1,1,5,0.4475918744829547,0.0001262462829769492,1113.763022033649,25.03935636817059,109.99992715,109.99997068,-79.99998671,-79.99993523000001,115.00001015,115.00002408,-80.00001401,-80.00004942999999,104.99998345,105.00000018,-80.00000330999998,-79.99993823,115.00001505,114.99998008,-80.00001891000002,-80.00003483,110.00000035,109.99998538,-79.99999641000002,-79.99999382999999,91
20241004_142152,1,2,5,0.4477203566827957,0.0005032327368297121,1114.100350075746,25.01917916798015,110.00001015,109.99999028,-79.99999161000002,-80.00000842999998,115.00002965,115.00000938,-79.99999930999999,-80.00008852999997,105.00000785,105.00002458,-80.00000330999998,-79.99996752999999,114.99999545,114.99991178,-80.00000910999998,-80.00002013,110.00001015,110.00002438,-80.00000621000001,-80.00004752999996,92
20241004_142210,1,3,5,0.4472198421197286,0.000543209827310441,1113.867573999913,25.03018784843658,110.00000525,110.00003418,-79.99999161000002,-79.99999862999999,115.00000525,114.99993128,-80.00001401,-80.00000062999999,105.00000785,105.00002458,-79.99999841000002,-79.99998212999998,114.99997595,114.99992148,-80.00000421000001,-80.00003483,110.00000525,110.00000978,-80.00000621000001,-80.00001822999997,93
20241004_142231,1,1,5,0.4484723521933594,0.0004504674087463827,1113.648606674342,25.02595870728916,119.99997585,119.99988788,-80.00001201000001,-80.00004152999998,124.99998565,125.00001108,-80.00002471000002,-80.00000442999999,115.00002965,115.00001428,-79.99997980999999,-79.99998592999998,124.99996115,124.99995738,-80.00002951000002,-79.99998492999998,120.00004905,120.00000508,-80.00000221000002,-80.00000252999996,94
20241004_142249,1,2,5,0.4478985083110322,0.000262754037230215,1114.049060431918,25.02095476166067,120.00005395,119.99999538,-80.00000221000002,-80.00002202999997,124.99998075,124.99993298,-80.00002951000002,-79.99998002999996,115.00001985,114.99998988,-79.99999450999999,-79.99998103000001,125.00001485,125.00003548,-80.00002951000002,-79.99998983,120.00001005,120.00001488,-80.00000710999998,-79.99996833,95
20241004_142306,1,3,5,0.4477227204376214,0.0002098028776118542,1113.788666855563,25.02353744327556,120.00001485,120.00000998,-80.00000221000002,-79.99998292999999,124.99997585,124.99991828,-80.00003440999998,-79.99998492999998,115.00004915,114.99998498,-79.99997001,-79.99999083,125.00002955,125.00001108,-80.00002951000002,-79.99999463,120.00001485,119.99999538,-80.00000710999998,-80.00001222999998,96
20241004_142327,1,1,5,0.4489146786363626,0.0001010127441789328,1113.60323506634,25.03935636816547,129.99996635,129.99987778,-79.99993480999998,-80.00000152999996,134.99995875,135.00000528,-80.00000591,-79.99999852999997,125.00000025,124.99999648,-79.99999051,-79.99999463,134.99997345,134.99993688,-79.99999620999998,-79.99998872999998,130.00008845,130.00004378,-79.99998360999999,-79.99997712999999,97
20241004_142345,1,2,5,0.4489030951011198,0.000209507935523599,1113.307333275028,25.03971148689253,130.00005915,130.00004378,-79.99999340999997,-79.99999663,134.99997345,134.99995638,-79.99999620999998,-79.99998872999998,125.00000025,124.99999648,-80.00002951000002,-79.99996053000001,134.99996365,134.99993688,-80.00000111,-80.00001802999998,130.00003465,130.00002428,-79.99998360999999,-80.00001133000001,98
20241004_142402,1,3,5,0.4488858720868508,0.0001207720731465203,1113.480928992598,25.03493352590419,130.00002985,130.00003408,-79.99998851000001,-79.99999663,134.99999295,134.99997598,-80.00002061000001,-80.00001313000001,124.99999535,125.00001108,-79.99998560999998,-80.00001902999998,134.99999785,134.99994668,-80.00002061000001,-80.00001313000001,130.00004935,130.00003888,-79.99997871000002,-79.99998683000001,99
20241004_142423,1,1,5,0.449062848529885,0.000112543950639631,1113.808393641651,25.01875948228473,139.99998075,139.99992098,-79.99996981000001,-80.00000532999996,144.99999815,145.00002058,-79.99999711000001,-80.00003162999997,134.99999785,135.00002478,-79.99997661,-79.99995462999999,144.99994925,144.99993268,-80.00004100999999,-80.00001702999998,140.00002965,140.00002348,-79.99998441,-80.00000043,100
20241004_142441,1,2,5,0.4494425540019249,1.184281850210484e-05,1113.893218821826,25.03247997836903,140.00000515,140.00001858,-80.00002350999998,-79.99998082999997,145.00000305,144.99995218,-79.99999711000001,-79.99999252999999,134.99999785,135.00001008,-79.99999131000001,-79.99998872999998,144.99998835,144.99997658,-80.00000691,-80.00001213000002,140.00001495,139.99999908,-80.00001370999999,-79.99999063000001,101
20241004_142459,1,3,5,0.4494365995035873,0.0001988417579400044,1113.680169532082,25.03283509709198,140.00003935,140.00001858,-79.99996490999999,-80.00001012999996,145.00001275,144.99999618,-80.00002641,-79.99999252999999,134.99998315,135.00001988,-79.99998640999999,-79.99998872999998,144.99999815,144.99998148,-80.00001661000002,-80.00001213000002,140.00002475,140.00003818,-79.99996490999999,-79.99999552999998,102
20241004_142519,1,1,5,0.4496952223311133,9.093606755357287e-06,1113.599289709123,25.021116179261,149.99999055,149.99992728,-80.00003900999999,-79.99994072999999,155.00000045,154.99997298,-80.00001260999997,-80.00000612999997,145.00000785,144.99998638,-79.99993361,-79.99996322999999,155.00000045,154.99993388,-80.00000771000001,-80.00000123000001,150.00001505,150.00002008,-80.00001461000002,-79.99999443000002,103
20241004_142537,1,2,5,0.449451620943712,5.004270507450656e-05,1113.350732204421,25.02715319753876,150.00001015,150.00001028,-80.00002441000001,-79.99998472999999,154.99997115,154.99997788,-80.00001740999997,-80.00001592999996,145.00001275,145.00002548,-79.99998241,-79.99996322999999,154.99997115,154.99996808,-79.99999791000002,-80.00001592999996,150.00001985,150.00000048,-79.99997550999998,-80.00000423,104
20241004_142555,1,3,5,0.4500803406918034,0.0003834244703761458,1113.473038278163,25.04184219922458,150.00002965,150.00000538,-80.00001950999999,-79.99999932999998,155.00001015,154.99996808,-79.99998810999998,-80.00001592999996,145.00001275,145.00003518,-79.99992390999998,-79.99995842999999,155.00001995,154.99995338,-79.99999791000002,-80.00001592999996,150.00004425,150.00000538,-79.99997061000002,-80.00000423,105
20241004_142615,1,1,5,0.4498548821067171,0.0002564397228705544,1113.962262573133,25.02208468486499,159.99999075,159.99993658,-79.99998621,-79.99999822999996,164.99999795,165.00000748,-80.00002801000002,-80.00000023000001,155.00000045,155.00004618,-79.99996861000002,-80.00000612999997,164.99999305,164.99991468,-80.00000851000001,-80.00001483,159.99999555,160.00001958,-79.99998130999998,-79.99998853,106
20241004_142633,1,2,5,0.4499001673372356,0.0003429069074216892,1113.644661317124,25.03012328139483,160.00000045,160.00000988,-79.99996660999997,-80.00000312999998,164.99997835,164.99993428,-79.99997921000002,-80.00000023000001,155.00001505,155.00002178,-79.99995880999998,-79.99999643000001,164.99995885,164.99998308,-80.00000851000001,-80.00001483,159.99999555,160.00001958,-80.00000571000001,-79.99999822999996,107
20241004_142651,1,3,5,0.4495891662435086,7.3805833192602e-05,1113.640715959907,25.04568393812769,160.00001995,160.00002448,-80.00002031,-79.99997873000001,164.99995885,164.99998798,-79.99999870999997,-80.00000992999998,155.00007365,155.00001688,-79.99999301,-79.99999643000001,164.99999305,164.99993908,-80.00000360999999,-80.00000512999998,160.00001995,159.99999518,-79.99996171000001,-79.99999342999996,108
20241004_142711,1,1,5,0.4513270467184556,5.600697403292367e-05,1113.619016495211,25.03519179406086,170.00000525,169.99990728,-80.00000161,-80.00000692999998,175.00000285,175.00000328,-79.99999961,-80.00001372999998,165.00002725,165.00000748,-79.99999870999997,-79.99999042999997,175.00001255,175.00000818,-80.00000451000002,-80.00000392999999,170.00000525,170.00001468,-80.00000161,-79.99999233,109
20241004_142729,1,2,5,0.451352339014702,5.505694413041851e-05,1113.261961667027,25.02734689865918,169.99999545,170.00000988,-79.99998701000001,-79.99998742999998,174.99999305,175.00000328,-80.00000451000002,-80.00000392999999,165.00007115,164.99999768,-80.00002311,-80.00000023000001,175.00001255,174.99997398,-79.99997031000001,-80.00000392999999,170.00001985,170.00002938,-79.99999670999998,-80.00000212999998,110
20241004_142747,1,3,5,0.4507592126933812,0.0001253513235718719,1114.12402221905,25.02712091401761,170.00001505,170.00003428,-79.99999670999998,-80.00000212999998,174.99999305,175.00000818,-80.00000940999999,-80.00001372999998,165.00000285,164.99999288,-80.00001340999998,-79.99999042999997,174.99999305,175.00000328,-80.00000451000002,-80.00002352999996,170.00002475,169.99999518,-79.99997231,-80.00000692999998,111
20241004_142807,1,1,5,0.4510711766972409,0.0004691609068299498,1113.707787032604,25.02334374215386,179.99992225,179.99995638,-79.99995850999997,-79.99998633000001,184.99996615,185.00001898,-80.00000530999998,-80.00000282999997,174.99997355,174.99998378,-79.99998981000002,-79.99999912999999,184.99999545,184.99994578,-79.99997120999998,-80.00001263000001,180.00002965,180.00001498,-79.99995850999997,-79.99997652999997,112
20241004_142825,1,2,5,0.4512446199908055,0.0006549724408753601,1114.321290079925,25.04090597713934,179.99998575,179.99999058,-79.99999270999999,-79.99998633000001,184.99999545,185.00000918,-79.99998091,-79.99999793000001,175.00001745,175.00004238,-79.99999961,-79.99998933000001,185.00000525,184.99997018,-79.99998580999997,-79.99999793000001,180.00004915,179.99999548,-79.99996831000001,-79.99998142999999,113
20241004_142843,1,3,5,0.4512250498545677,0.0004422728888021675,1113.889273464609,25.05278631257224,180.00001985,179.99998568,-79.99998781000002,-80.00000093,185.00000525,184.99994578,-79.99999070999999,-80.00000772999999,175.00000765,174.99999358,-79.99998981000002,-79.99999912999999,184.99998085,184.99997508,-79.99998580999997,-80.00002243,180.00001985,180.00001988,-79.99998781000002,-79.99999122999998,114
20241004_142903,1,1,5,0.450667321846956,0.000266706971025344,1113.690032925126,25.02285948934898,189.99997575,189.99992878,-80.00006190999997,-80.00002432999997,194.99993435,195.00004528,-80.00001101000001,-80.00002623,184.99999545,185.00000918,-79.99996631000002,-80.00000282999997,194.99997345,194.99998678,-79.99998171000001,-80.00004082999999,190.00003435,190.00000688,-79.99997891000001,-79.99998522999999,115
20241004_142921,1,2,5,0.4505478328307031,0.0006986676880967782,1114.2029293634,25.03283509709175,190.00000995,189.99999708,-80.00003260999998,-79.99998522999999,194.99991975,195.00003068,-80.00003540999998,-79.99996272999999,184.99999545,184.99998968,-79.99994670999999,-79.99998332999996,194.99992465,194.99998678,-79.99995730999999,-79.99999693000001,190.00003925,190.00001178,-79.99998860999997,-80.00000482999997,116
20241004_142939,1,3,5,0.4499329311008301,0.0001748465805170061,1113.993825430873,25.02408626311804,190.00002465,190.00001668,-79.99999351,-79.99999013000001,194.99992465,194.99998678,-80.00007931000002,-79.99999202999999,185.00002965,185.00004338,-80.00000530999998,-79.99998822999999,194.99999785,194.99994768,-79.99997190999997,-79.99997732999998,190.00001975,190.00003128,-80.00001310999997,-80.00000482999997,117
20241004_144456,1,1,-5,0.4503152924997069,0.0001191043256144473,1114.131912933486,25.02828312074339,189.99995625,190.00000198,80.00001008,79.99999202000001,185.00000035,185.00000438,80.00005687000001,80.00000871,194.99999295,195.00000138,79.99995347000001,79.99999991000001,185.00005895,185.00000438,79.99996898000001,80.00004288000002,189.99997575,190.00000198,80.00000519,80.00000178000002,166
20241004_144514,1,2,-5,0.4498944102864779,0.0001591602143703832,1114.250273650011,25.02560358856027,189.99997575,189.99999708,79.99997590000001,80.00000178000002,184.99998575,184.99998968,79.9999641,80.00004777000001,195.00003695,195.00000138,79.99998765000001,80.00000479000002,185.00003455,185.00000918,79.99997875,80.00001847000001,189.99997575,189.99995318,80.00000031,79.99997738000002,167
20241004_144532,1,3,-5,0.450248059035943,0.0003247519383090514,1114.339044187404,25.0121736441649,190.00004415,189.99999708,80.00001984000001,79.99998226000002,185.00002475,184.99999458,80.00003246,80.00002335000002,195.00000275,195.00000138,80.00003647,79.99999014000002,185.00000035,185.00001408,80.00000316000001,79.99998917000002,190.00008805,189.99999228,79.99997590000001,80.00000178000002,168
20241004_144553,1,1,-5,0.4510560395375942,0.0007021076387121516,1114.127967576268,25.03264139596932,180.00000035,180.00000028,80.00000606,79.99999116000001,175.00000285,174.99999848,80.00000407,80.00001262000001,184.99993205,184.99997018,79.99998851000001,80.00000383000003,174.99999795,174.99999848,80.00000407,79.99999797000001,179.99998575,179.99998078,79.99999141000001,79.99996674000002,169
20241004_144610,1,2,-5,0.450269480835113,0.000415116650826411,1114.181229898704,25.03528864462506,179.99999545,179.99997098,79.99999141000001,79.99996186000001,175.00000285,175.00000328,80.00000896,80.00001750000001,184.99997595,184.99993108,79.99998363,79.99998429000001,174.99999795,175.00002768,80.00000896,80.00000286000002,179.99997595,180.00000518,79.99999629,80.00001069000001,170
20241004_144628,1,3,-5,0.450573551595928,0.0002920004100743892,1114.127967576268,25.02466736648257,179.99997105,179.99998568,79.99999141000001,80.00000581,175.00002235,175.00001798,80.00000407,80.00001750000001,184.99998085,184.99997508,79.99999339,79.99998429000001,175.00000765,175.00001308,80.00000407,80.00001262000001,179.99997105,180.00001498,79.99999141000001,79.99999116000001,171
20241004_144649,1,1,-5,0.4503581511773712,0.00015752035181564,1114.299590615229,25.02092247813588,170.00001015,170.00001958,79.99996303,79.99992183000001,164.99999305,165.00000748,79.99999034,80.00001171000002,174.99996375,175.00001308,79.99999919,79.99998821,165.00001255,165.00001238,80.00000011,80.00008007000002,169.99996615,169.99992678,79.99999232,79.99999507000001,172
20241004_144707,1,2,-5,0.4503299941435996,0.000125595952420107,1114.191093291748,25.01188309248379,170.00001505,170.00001958,79.99999232,79.99997066,164.99999305,165.00003678,80.00000499000001,79.99998729000001,174.99997355,175.00003748,79.99999431000001,79.99994427000001,165.00003205,165.00001238,80.00002452,80.00008495,170.00003455,170.00004398,79.99999721,79.99989742000002,173
20241004_144724,1,3,-5,0.4502967368691645,0.0001299631162102415,1114.125994897659,25.01969570437064,170.00002475,170.00007328,79.99999721,79.9999023,165.00000765,165.00002218,80.00000499000001,79.99993358,175.00000765,174.99999358,79.99999431000001,79.99991008000001,165.00002725,164.99998798,80.00000011,80.0000703,169.99998085,170.00007328,79.99999721,79.99999019000001,174
20241004_144745,1,1,-5,0.4503224165463039,0.0009791254143293364,1114.0451150747,25.02237523654224,159.99995165,160.00000008,79.99993465,79.99994533,155.00001015,154.99999738,80.00001572000001,80.00002056000002,164.99997355,164.99992938,79.99998546,79.99998241,155.00001015,154.99999738,80.0000206,79.99999126,160.00001995,159.99996098,79.99999812,79.99994533,175
20241004_144803,1,2,-5,0.4500946431067992,0.0005760374854347131,1114.198984006183,25.01391695425602,160.00001025,159.99998538,79.99999324000001,79.99996975000002,155.00000045,155.00001198,80.00002549,80.00004985000001,165.00002235,165.00001238,79.99998546,79.99993846000001,155.00002485,155.00000228,79.99996689,79.99992778000001,159.99999075,159.99995128,79.99999324000001,79.99999415000002,176
20241004_144820,1,3,-5,0.4498969512489201,0.0002521095185809238,1114.210820077835,25.04678157781474,160.00000535,159.99995608,79.99999812,79.99998927000001,154.99999555,155.00002178,80.00000596,80.00001079,164.99998815,165.00001238,80.00001964,79.99993358,155.00001505,155.00000228,80.00001084,79.99995708,159.99998095,159.99997568,80.00000789000001,79.99995510000002,177
20241004_144841,1,1,-5,0.4495677139240307,0.0001991468025191104,1114.270000436098,25.0050389861995,149.99992225,150.00000538,79.9999258,79.99995911000002,145.00002255,145.00000098,80.00000682,80.00000499000001,154.99999555,154.99997298,79.99999131,79.99999126,145.00000305,145.00000588,80.00002147000001,80.00000011,149.99992225,150.00001028,79.99999416,79.99994447,178
20241004_144859,1,2,-5,0.4499664117901939,6.977404879669733e-05,1114.153612398182,25.01995397253254,149.99994665,150.00001518,79.99995998,79.99999329000002,145.00005675,145.00007428,80.00000682,80.00004894,154.99998575,154.99995828,79.99999619,79.99999614000001,144.99997375,145.00003028,80.00000194,80.00003429,150.00000035,149.99998098,79.99997463,79.99994447,179
20241004_144917,1,3,-5,0.4495782220580821,0.0001773878392980534,1114.035251681657,25.03858156368577,149.99999545,149.99999568,79.99996974,79.99996888000001,145.00003235,145.00002548,79.99998729000001,80.00004894,155.00001015,154.99992898,79.99999131,79.99996196000001,145.00000305,144.99999128,79.99999706,80.00001964,149.99997105,150.00000048,79.99997463,79.99999818000001,180
